,human_ensembl,human_symbol,mouse_ensembl,mouse_symbol,zebrafish_ensembl,zebrafish_symbol,qG0,G1,Late.G1,S,S.G2,G2.M,M.Early.G1
443,ENSG00000120075,HOXB5,ENSMUSG00000038700,Hoxb5,ENSDARG00000054030,hoxb5b,0,0,0,0,1,0,0
444,ENSG00000127483,HP1BP3,ENSMUSG00000028759,Hp1bp3,ENSDARG00000014324,sh2d5,0,0,0,0,0,1,0
445,ENSG00000127483,HP1BP3,ENSMUSG00000028759,Hp1bp3,ENSDARG00000044669,hp1bp3,0,0,0,0,0,1,0
446,ENSG00000115756,HPCAL1,ENSMUSG00000071379,Hpcal1,ENSDARG00000022763,hpcal1,0,0,0,0,1,0,0
447,ENSG00000056050,HPF1,ENSMUSG00000038005,Hpf1,ENSDARG00000057114,hpf1,0,0,0,0,0,0,0
448,ENSG00000165704,HPRT1,ENSMUSG00000025630,Hprt,ENSDARG00000008884,hprt1,0,0,0,1,1,0,0
449,ENSG00000198189,HSD17B11,ENSMUSG00000029311,Hsd17b11,missing,missing,0,0,0,0,0,1,0
450,ENSG00000080824,HSP90AA1,ENSMUSG00000021270,Hsp90aa1,ENSDARG00000024746,hsp90aa1.2,0,0,0,0,1,0,1
451,ENSG00000096384,HSP90AB1,ENSMUSG00000023944,Hsp90ab1,ENSDARG00000029150,hsp90ab1,0,0,0,0,0,0,1
452,ENSG00000166598,HSP90B1,ENSMUSG00000020048,Hsp90b1,ENSDARG00000003570,hsp90b1,0,0,0,0,0,0,1
453,ENSG00000109971,HSPA8,ENSMUSG00000015656,Hspa8,ENSDARG00000037403,hspa8b,0,0,0,1,1,0,0
454,ENSG00000109971,HSPA8,ENSMUSG00000015656,Hspa8,ENSDARG00000068992,hspa8,0,0,0,1,1,0,0
455,ENSG00000144381,HSPD1,ENSMUSG00000025980,Hspd1,ENSDARG00000056160,hspd1,0,0,0,1,1,0,1
456,ENSG00000115541,HSPE1,ENSMUSG00000073676,Hspe1,ENSDARG00000056167,hspe1,0,0,0,0,1,0,0
457,ENSG00000116237,ICMT,ENSMUSG00000039662,Icmt,ENSDARG00000020241,icmt,0,0,0,0,1,0,0
458,ENSG00000283060,ID3,ENSMUSG00000007872,Id3,missing,missing,1,0,0,0,0,0,0
459,ENSG00000117318,ID3,ENSMUSG00000007872,Id3,ENSDARG00000054823,id3,1,0,0,0,0,0,0
460,ENSG00000182054,IDH2,ENSMUSG00000030541,Idh2,ENSDARG00000003795,idh2,0,0,0,1,1,0,0
461,ENSG00000067064,IDI1,ENSMUSG00000058258,Idi1,ENSDARG00000019976,idi1,0,0,1,0,0,0,0
462,ENSG00000160888,IER2,ENSMUSG00000053560,Ier2,ENSDARG00000086881,ier2b,0,0,0,0,1,0,0
463,ENSG00000235030,IER3,ENSMUSG00000003541,Ier3,missing,missing,0,0,1,0,0,0,0
464,ENSG00000206478,IER3,ENSMUSG00000003541,Ier3,missing,missing,0,0,1,0,0,0,0
465,ENSG00000137331,IER3,ENSMUSG00000003541,Ier3,ENSDARG00000099411,zgc:158343,0,0,1,0,0,0,0
466,ENSG00000237155,IER3,ENSMUSG00000003541,Ier3,missing,missing,0,0,1,0,0,0,0
467,ENSG00000227231,IER3,ENSMUSG00000003541,Ier3,missing,missing,0,0,1,0,0,0,0
468,ENSG00000230128,IER3,ENSMUSG00000003541,Ier3,missing,missing,0,0,1,0,0,0,0
469,ENSG00000165948,IFI27L1,missing6,missing6,ENSDARG00000078389,ifi27.4,0,0,0,0,1,0,0
470,ENSG00000165948,IFI27L1,missing6,missing6,ENSDARG00000074754,ifi27.6,0,0,0,0,1,0,0
471,ENSG00000276880,IFI27L1,missing6,missing6,missing,missing,0,0,0,0,1,0,0
472,ENSG00000142089,IFITM3,ENSMUSG00000025491,Ifitm1,missing,missing,1,0,0,0,0,0,0
473,ENSG00000214706,IFRD2,ENSMUSG00000010048,Ifrd2,ENSDARG00000036811,ifrd2,0,0,0,0,1,0,0
474,ENSG00000081870,IFT25,ENSMUSG00000063172,Hspb11,missing,missing,0,0,0,0,0,0,0
475,ENSG00000146674,IGFBP3,ENSMUSG00000020427,Igfbp3,ENSDARG00000099144,igfbp3,0,1,0,1,0,0,0
476,ENSG00000115461,IGFBP5,ENSMUSG00000026185,Igfbp5,ENSDARG00000039264,igfbp5a,0,1,0,0,0,0,0
477,ENSG00000115461,IGFBP5,ENSMUSG00000026185,Igfbp5,ENSDARG00000025348,igfbp5b,0,1,0,0,0,0,0
478,ENSG00000163453,IGFBP7,ENSMUSG00000036256,Igfbp7,ENSDARG00000104138,igfbp7,1,0,0,0,0,0,0
479,ENSG00000095752,IL11,ENSMUSG00000004371,Il11,ENSDARG00000058557,il11b,0,0,0,0,1,0,0
480,ENSG00000095752,IL11,ENSMUSG00000004371,Il11,ENSDARG00000037859,il11a,0,0,0,0,1,0,0
481,ENSG00000008517,IL32,missing24,missing24,missing,missing,0,0,0,0,0,0,1
482,ENSG00000143621,ILF2,ENSMUSG00000001016,Ilf2,ENSDARG00000014591,ilf2,0,0,0,0,0,1,1
483,ENSG00000178035,IMPDH2,ENSMUSG00000062867,Impdh2,ENSDARG00000006900,impdh2,0,0,0,1,0,0,0
484,ENSG00000185950,IRS2,ENSMUSG00000038894,Irs2,ENSDARG00000075282,irs2b,0,0,1,0,0,0,0
485,ENSG00000185950,IRS2,ENSMUSG00000038894,Irs2,ENSDARG00000037099,irs2a,0,0,1,0,0,0,0
486,ENSG00000177508,IRX3,ENSMUSG00000031734,Irx3,ENSDARG00000101076,irx3a,0,0,1,0,0,0,0
487,ENSG00000177508,IRX3,ENSMUSG00000031734,Irx3,ENSDARG00000031138,irx3b,0,0,1,0,0,0,0
488,ENSG00000165898,ISCA2,ENSMUSG00000021241,Isca2,ENSDARG00000038154,isca2,0,0,0,0,0,1,0
489,ENSG00000066583,ISOC1,ENSMUSG00000024601,Isoc1,ENSDARG00000060069,isoc1,0,0,0,0,1,0,0
490,ENSG00000119185,ITGB1BP1,ENSMUSG00000062352,Itgb1bp1,ENSDARG00000007169,itgb1bp1,0,0,0,0,1,1,0
491,ENSG00000142856,ITGB3BP,ENSMUSG00000028549,Itgb3bp,missing,missing,0,0,0,0,1,1,0
492,ENSG00000136156,ITM2B,ENSMUSG00000022108,Itm2b,ENSDARG00000007098,itm2ba,1,0,0,0,0,0,0
493,ENSG00000136156,ITM2B,ENSMUSG00000022108,Itm2b,ENSDARG00000041505,itm2bb,1,0,0,0,0,0,0
494,ENSG00000189159,JPT1,ENSMUSG00000020737,Jpt1,missing,missing,0,0,0,0,0,0,0
495,ENSG00000177606,JUN,ENSMUSG00000052684,Jun,ENSDARG00000043531,jun,0,0,0,0,1,0,0
496,ENSG00000156113,KCNMA1,ENSMUSG00000063142,Kcnma1,ENSDARG00000079840,kcnma1a,0,0,0,0,1,0,0
497,ENSG00000156113,KCNMA1,ENSMUSG00000063142,Kcnma1,ENSDARG00000110727,kcnma1b,0,0,0,0,1,0,0
498,ENSG00000121774,KHDRBS1,ENSMUSG00000028790,Khdrbs1,ENSDARG00000052856,khdrbs1a,0,0,0,0,0,1,1
499,ENSG00000121774,KHDRBS1,ENSMUSG00000028790,Khdrbs1,ENSDARG00000070475,khdrbs1b,0,0,0,0,0,1,1
500,ENSG00000100578,KIAA0586,ENSMUSG00000034601,2700049A03Rik,ENSDARG00000097772,si:ch211-185a18.2,0,0,0,0,0,1,0
501,ENSG00000138160,KIF11,ENSMUSG00000012443,Kif11,ENSDARG00000010948,kif11,0,0,0,0,1,1,0
502,ENSG00000118193,KIF14,ENSMUSG00000041498,Kif14,ENSDARG00000062187,kif14,0,0,0,0,0,1,0
503,ENSG00000163808,KIF15,ENSMUSG00000036768,Kif15,ENSDARG00000012073,kif15,0,0,0,0,1,1,0
504,ENSG00000280610,KIF15,ENSMUSG00000036768,Kif15,missing,missing,0,0,0,0,1,1,0
505,ENSG00000121621,KIF18A,ENSMUSG00000027115,Kif18a,missing,missing,0,0,0,0,0,1,0
506,ENSG00000112984,KIF20A,ENSMUSG00000003779,Kif20a,ENSDARG00000044491,kif20a,0,0,0,0,0,1,0
507,ENSG00000138182,KIF20B,ENSMUSG00000024795,Kif20b,ENSDARG00000071009,kif20ba,0,0,0,0,1,1,0
508,ENSG00000138182,KIF20B,ENSMUSG00000024795,Kif20b,ENSDARG00000040110,kif20bb,0,0,0,0,1,1,0
509,ENSG00000079616,KIF22,ENSMUSG00000030677,Kif22,ENSDARG00000102624,kif22,0,0,0,0,1,1,0
510,ENSG00000137807,KIF23,ENSMUSG00000032254,Kif23,ENSDARG00000014943,kif23,0,0,0,0,1,1,0
511,ENSG00000142945,KIF2C,ENSMUSG00000028678,Kif2c,missing,missing,0,0,0,0,0,1,0
512,ENSG00000090889,KIF4A,ENSMUSG00000034311,Kif4,ENSDARG00000005462,kif4,0,0,0,0,1,1,0
513,ENSG00000170759,KIF5B,ENSMUSG00000006740,Kif5b,ENSDARG00000103394,KIF5B,0,0,0,0,1,1,0
514,ENSG00000170759,KIF5B,ENSMUSG00000006740,Kif5b,ENSDARG00000074131,kif5ba,0,0,0,0,1,1,0
515,ENSG00000204197,KIFC1,ENSMUSG00000079553,Kifc1,missing,missing,0,0,0,0,1,1,0
516,ENSG00000056678,KIFC1,ENSMUSG00000079553,Kifc1,missing,missing,0,0,0,0,1,1,0
517,ENSG00000233450,KIFC1,ENSMUSG00000079553,Kifc1,missing,missing,0,0,0,0,1,1,0
518,ENSG00000237649,KIFC1,ENSMUSG00000079553,Kifc1,ENSDARG00000001558,kifc1,0,0,0,0,1,1,0
519,ENSG00000067082,KLF6,ENSMUSG00000000078,Klf6,ENSDARG00000029072,klf6a,0,0,0,0,1,0,0
520,ENSG00000183955,KMT5A,ENSMUSG00000049327,Kmt5a,missing,missing,0,0,0,0,0,0,0
521,ENSG00000137812,KNL1,ENSMUSG00000027326,Knl1,ENSDARG00000070239,knl1,0,0,0,0,0,0,0
522,ENSG00000128944,KNSTRN,ENSMUSG00000027331,Knstrn,ENSDARG00000074379,knstrn,0,0,0,0,0,1,0
523,ENSG00000182481,KPNA2,ENSMUSG00000066878,Gm10184,ENSDARG00000038066,kpna2,0,0,0,0,1,1,0
524,ENSG00000108424,KPNB1,ENSMUSG00000001440,Kpnb1,ENSDARG00000104889,kpnb1,0,0,0,0,1,0,0
525,ENSG00000112769,LAMA4,ENSMUSG00000019846,Lama4,missing,missing,1,0,0,0,0,0,0
526,ENSG00000005893,LAMP2,ENSMUSG00000016534,Lamp2,ENSDARG00000014914,lamp2,1,0,0,0,0,0,0
527,ENSG00000068697,LAPTM4A,ENSMUSG00000020585,Laptm4a,ENSDARG00000006397,laptm4a,1,0,0,0,0,0,0
528,ENSG00000204381,LAYN,ENSMUSG00000060594,Layn,ENSDARG00000035169,layna,0,0,1,0,0,0,0
529,ENSG00000204381,LAYN,ENSMUSG00000060594,Layn,ENSDARG00000056835,laynb,0,0,1,0,0,0,0
530,ENSG00000213626,LBH,ENSMUSG00000024063,Lbh,ENSDARG00000111701,lbh,0,0,1,0,0,0,0
531,ENSG00000143815,LBR,ENSMUSG00000004880,Lbr,ENSDARG00000014013,lbr,0,0,0,0,0,1,0
532,ENSG00000134333,LDHA,ENSMUSG00000063229,Ldha,ENSDARG00000101251,ldha,0,0,0,0,0,1,1
533,ENSG00000288299,LDHA,ENSMUSG00000063229,Ldha,missing,missing,0,0,0,0,0,1,1
534,ENSG00000100097,LGALS1,ENSMUSG00000068220,Lgals1,ENSDARG00000092923,si:dkey-95h12.2,0,0,0,0,0,0,1
535,ENSG00000100097,LGALS1,ENSMUSG00000068220,Lgals1,ENSDARG00000044001,lgals3b,0,0,0,0,0,0,1
536,ENSG00000183722,LHFPL6,ENSMUSG00000048332,Lhfp,ENSDARG00000115101,LHFPL6,0,0,0,0,0,0,0
537,ENSG00000183722,LHFPL6,ENSMUSG00000048332,Lhfp,ENSDARG00000004363,lhfpl6,0,0,0,0,0,0,0
538,ENSG00000050405,LIMA1,ENSMUSG00000023022,Lima1,ENSDARG00000101441,lima1a,0,0,1,0,0,0,0
539,ENSG00000136490,LIMD2,ENSMUSG00000040699,Limd2,ENSDARG00000112015,LIMD2,0,0,0,1,0,0,0
540,ENSG00000169756,LIMS1,missing7,missing7,ENSDARG00000026985,lims1,0,0,0,1,0,0,0
541,ENSG00000169756,LIMS1,missing7,missing7,ENSDARG00000014976,lims2,0,0,0,1,0,0,0
542,ENSG00000160789,LMNA,ENSMUSG00000028063,Lmna,ENSDARG00000013415,lmna,0,0,0,0,0,1,1
543,ENSG00000113368,LMNB1,ENSMUSG00000024590,Lmnb1,ENSDARG00000044299,lmnb1,0,0,0,1,1,1,0
544,ENSG00000144320,LNPK,ENSMUSG00000009207,Lnpk,ENSDARG00000115902,lnpa,0,0,0,0,0,0,0
545,ENSG00000144320,LNPK,ENSMUSG00000009207,Lnpk,ENSDARG00000006639,lnpk,0,0,0,0,0,0,0
546,ENSG00000144320,LNPK,ENSMUSG00000009207,Lnpk,ENSDARG00000063646,missing,0,0,0,0,0,0,0
547,ENSG00000165501,LRR1,ENSMUSG00000034883,Lrr1,ENSDARG00000104448,lrr1,0,0,0,0,1,1,0
548,ENSG00000173114,LRRN3,ENSMUSG00000036295,Lrrn3,ENSDARG00000077569,lrrn3a,1,0,0,0,0,0,0
549,ENSG00000173114,LRRN3,ENSMUSG00000036295,Lrrn3,ENSDARG00000102702,lrrn3b,1,0,0,0,0,0,0
550,ENSG00000231502,LSM2,ENSMUSG00000007050,Lsm2,missing,missing,0,0,0,1,1,0,0
551,ENSG00000204392,LSM2,ENSMUSG00000007050,Lsm2,ENSDARG00000070867,smx5,0,0,0,1,1,0,0
552,ENSG00000236826,LSM2,ENSMUSG00000007050,Lsm2,missing,missing,0,0,0,1,1,0,0
553,ENSG00000224979,LSM2,ENSMUSG00000007050,Lsm2,missing,missing,0,0,0,1,1,0,0
554,ENSG00000172850,LSM2,ENSMUSG00000007050,Lsm2,missing,missing,0,0,0,1,1,0,0
555,ENSG00000204392,LSM2,ENSMUSG00000007050,Lsm2,ENSDARG00000103066,LSM2,0,0,0,1,1,0,0
556,ENSG00000225998,LSM2,ENSMUSG00000007050,Lsm2,missing,missing,0,0,0,1,1,0,0
557,ENSG00000170860,LSM3,ENSMUSG00000034192,Lsm3,ENSDARG00000089663,lsm3,0,0,0,0,1,1,0
558,ENSG00000130520,LSM4,ENSMUSG00000031848,Lsm4,ENSDARG00000023852,lsm4,0,0,0,0,1,1,1
559,ENSG00000106355,LSM5,ENSMUSG00000091625,Lsm5,ENSDARG00000071573,lsm5,0,0,0,0,0,1,1
560,ENSG00000164167,LSM6,ENSMUSG00000031683,Lsm6,ENSDARG00000036995,lsm6,0,0,0,0,1,1,0
561,ENSG00000169641,LUZP1,ENSMUSG00000001089,Luzp1,ENSDARG00000075556,luzp1,0,0,1,0,0,0,0
562,ENSG00000150551,LYPD1,ENSMUSG00000026344,Lypd1,missing,missing,1,0,0,0,0,0,0
563,ENSG00000120992,LYPLA1,ENSMUSG00000025903,Lypla1,ENSDARG00000104228,lypla1,0,0,0,0,1,0,0
564,ENSG00000164109,MAD2L1,ENSMUSG00000029910,Mad2l1,ENSDARG00000004713,mad2l1,0,0,0,1,1,1,0
565,ENSG00000116670,MAD2L2,ENSMUSG00000029003,Mad2l2,ENSDARG00000042456,mad2l2,0,0,0,0,1,0,0
566,ENSG00000102316,MAGED2,ENSMUSG00000025268,Maged2,ENSDARG00000058212,ndnl2,1,0,0,0,0,0,0
567,ENSG00000162385,MAGOH,ENSMUSG00000028609,Magoh,missing,missing,0,0,0,0,1,0,0
568,ENSG00000111196,MAGOHB,ENSMUSG00000030188,Magohb,ENSDARG00000038635,magoh,0,0,0,1,1,0,0
569,ENSG00000251562,MALAT1,missing20,missing20,missing,missing,1,1,0,0,0,0,0
570,ENSG00000145050,MANF,ENSMUSG00000032575,Manf,ENSDARG00000063177,manf,0,0,0,1,1,0,0
571,ENSG00000078018,MAP2,ENSMUSG00000015222,Map2,missing,missing,1,0,0,0,0,0,0
572,ENSG00000091436,MAP3K20,ENSMUSG00000004085,Map3k20,ENSDARG00000006978,map3k20a,0,0,0,0,0,0,0
573,ENSG00000291525,MAP3K7CL,missing11,missing11,missing,missing,0,1,0,0,0,0,0
574,ENSG00000156265,MAP3K7CL,missing11,missing11,missing,missing,0,1,0,0,0,0,0
575,ENSG00000071054,MAP4K4,ENSMUSG00000026074,Map4k4,ENSDARG00000098670,map4k4,0,0,0,0,0,1,0
576,ENSG00000175130,MARCKSL1,ENSMUSG00000047945,Marcksl1,missing,missing,1,0,0,0,0,0,0
577,ENSG00000065328,MCM10,ENSMUSG00000026669,Mcm10,ENSDARG00000045815,mcm10,0,0,0,1,0,0,0
578,ENSG00000112118,MCM3,ENSMUSG00000041859,Mcm3,ENSDARG00000024204,mcm3,0,0,0,1,1,0,0
579,ENSG00000104738,MCM4,ENSMUSG00000022673,Mcm4,ENSDARG00000040041,mcm4,0,0,0,1,0,0,0
580,ENSG00000100297,MCM5,ENSMUSG00000005410,Mcm5,ENSDARG00000019507,mcm5,0,0,0,1,0,0,0
581,ENSG00000076003,MCM6,ENSMUSG00000026355,Mcm6,ENSDARG00000057683,mcm6,0,0,0,1,0,0,0
582,ENSG00000076003,MCM6,ENSMUSG00000026355,Mcm6,ENSDARG00000033231,mcm6l,0,0,0,1,0,0,0
583,ENSG00000166508,MCM7,ENSMUSG00000029730,Mcm7,ENSDARG00000101180,mcm7,0,0,0,1,1,0,0
584,ENSG00000197771,MCMBP,ENSMUSG00000048170,Mcmbp,ENSDARG00000055314,mcmbp,0,0,0,1,0,0,0
585,ENSG00000005059,MCUB,ENSMUSG00000027994,Mcub,missing,missing,0,0,0,0,0,0,0
586,ENSG00000050393,MCUR1,ENSMUSG00000021371,Mcur1,ENSDARG00000016964,mcur1,0,0,0,0,1,0,0
587,ENSG00000110492,MDK,ENSMUSG00000027239,Mdk,ENSDARG00000020708,mdkb,1,0,0,0,0,0,0
588,ENSG00000110492,MDK,ENSMUSG00000027239,Mdk,ENSDARG00000036036,mdka,1,0,0,0,0,0,0
589,ENSG00000152944,MED21,ENSMUSG00000030291,Med21,ENSDARG00000026839,med21,0,0,0,0,0,1,0
590,ENSG00000165304,MELK,ENSMUSG00000035683,Melk,ENSDARG00000030759,melk,0,0,0,0,1,1,0
591,ENSG00000106484,MEST,ENSMUSG00000051855,Mest,ENSDARG00000032319,mest,0,0,1,1,0,0,0
592,ENSG00000103260,METRN,ENSMUSG00000002274,Metrn,ENSDARG00000030367,metrn,1,0,0,0,0,0,0
593,ENSG00000140545,MFGE8,ENSMUSG00000030605,Mfge8,ENSDARG00000045803,mfge8b,1,0,0,0,0,0,0
594,ENSG00000140545,MFGE8,ENSMUSG00000030605,Mfge8,ENSDARG00000015349,mfge8a,1,0,0,0,0,0,0
595,ENSG00000225783,MIAT,missing8,missing8,missing,missing,0,1,0,0,0,0,0
596,ENSG00000159055,MIS18A,ENSMUSG00000022978,Mis18a,ENSDARG00000035333,mis18a,0,0,0,1,1,1,0
597,ENSG00000129534,MIS18BP1,ENSMUSG00000047534,Mis18bp1,ENSDARG00000042563,mis18bp1,0,0,0,0,1,1,0
598,ENSG00000148773,MKI67,ENSMUSG00000031004,Mki67,missing,missing,0,0,0,0,1,1,0
599,ENSG00000213190,MLLT11,ENSMUSG00000053192,Mllt11,ENSDARG00000071026,mllt11,1,0,0,0,0,0,0
600,ENSG00000121211,MND1,ENSMUSG00000033752,Mnd1,ENSDARG00000074451,mnd1,0,0,0,0,1,0,0
601,ENSG00000123562,MORF4L2,ENSMUSG00000031422,Morf4l2,ENSDARG00000041155,morf4l1,0,0,0,0,0,1,0
602,ENSG00000079931,MOXD1,ENSMUSG00000020000,Moxd1,ENSDARG00000031136,moxd1,1,0,0,0,0,0,0
603,ENSG00000051825,MPHOSPH9,ENSMUSG00000038126,Mphosph9,missing,missing,0,0,0,0,0,1,0
604,ENSG00000180992,MRPL14,ENSMUSG00000023939,Mrpl14,ENSDARG00000068886,mrpl14,0,0,0,1,1,0,0
605,ENSG00000137547,MRPL15,ENSMUSG00000033845,Mrpl15,ENSDARG00000101306,mrpl15,0,0,0,0,1,0,0
606,ENSG00000158042,MRPL17,ENSMUSG00000030879,Mrpl17,ENSDARG00000075677,mrpl17,0,0,0,1,1,0,0
607,ENSG00000112110,MRPL18,ENSMUSG00000057388,Mrpl18,ENSDARG00000060199,mrpl18,0,0,0,0,1,0,0
608,ENSG00000154719,MRPL39,ENSMUSG00000022889,Mrpl39,ENSDARG00000041570,mrpl39,0,0,0,0,1,0,0
609,ENSG00000111639,MRPL51,ENSMUSG00000030335,Mrpl51,ENSDARG00000041340,mrpl51,0,0,0,0,0,1,0
610,ENSG00000172590,MRPL52,ENSMUSG00000010406,Mrpl52,ENSDARG00000090568,mrpl52,0,0,0,0,0,1,0
611,ENSG00000162910,MRPL55,ENSMUSG00000036860,Mrpl55,missing,missing,0,0,0,0,1,0,0
612,ENSG00000125901,MRPS26,ENSMUSG00000037740,Mrps26,ENSDARG00000039719,mrps26,0,0,0,1,0,0,0
613,ENSG00000095002,MSH2,ENSMUSG00000024151,Msh2,ENSDARG00000018022,msh2,0,0,0,1,0,0,0
614,ENSG00000116062,MSH6,ENSMUSG00000005370,Msh6,ENSDARG00000104541,msh6,0,0,0,1,0,0,0
615,ENSG00000052802,MSMO1,ENSMUSG00000031604,Msmo1,ENSDARG00000055876,msmo1,0,0,1,0,0,0,0
616,ENSG00000125148,MT2A,missing17,missing17,ENSDARG00000041623,mt2,0,0,0,0,0,1,0
617,ENSG00000065911,MTHFD2,ENSMUSG00000005667,Mthfd2,missing,missing,0,0,0,0,1,0,0
618,ENSG00000167508,MVD,ENSMUSG00000006517,Mvd,ENSDARG00000099336,mvda,0,0,0,1,0,0,0
619,ENSG00000213347,MXD3,ENSMUSG00000021485,Mxd3,ENSDARG00000098350,mxd3,0,0,0,0,1,1,0
620,ENSG00000101057,MYBL2,ENSMUSG00000017861,Mybl2,ENSDARG00000032264,mybl2b,0,0,0,0,1,0,0
621,ENSG00000136997,MYC,ENSMUSG00000022346,Myc,ENSDARG00000007241,mycb,0,0,1,0,0,0,0
622,ENSG00000136997,MYC,ENSMUSG00000022346,Myc,ENSDARG00000045695,myca,0,0,1,0,0,0,0
623,ENSG00000100345,MYH9,ENSMUSG00000022443,Myh9,ENSDARG00000112168,missing,0,0,0,0,1,0,0
624,ENSG00000100345,MYH9,ENSMUSG00000022443,Myh9,ENSDARG00000001014,myh9b,0,0,0,0,1,0,0
625,ENSG00000100345,MYH9,ENSMUSG00000022443,Myh9,ENSDARG00000063295,myh9a,0,0,0,0,1,0,0
626,ENSG00000101608,MYL12A,ENSMUSG00000024048,Myl12a,ENSDARG00000025326,myl12.2,0,0,1,1,0,0,0
627,ENSG00000101335,MYL9,ENSMUSG00000067818,Myl9,ENSDARG00000008030,myl9b,0,1,0,1,0,0,0
628,ENSG00000101335,MYL9,ENSMUSG00000067818,Myl9,ENSDARG00000038123,myl9a,0,1,0,1,0,0,0
629,ENSG00000204899,MZT1,ENSMUSG00000033186,Mzt1,ENSDARG00000096668,mzt1,0,0,0,0,1,1,0
630,ENSG00000173272,MZT2A,ENSMUSG00000022671,Mzt2,ENSDARG00000057928,mzt2b,0,0,0,0,1,0,0
631,ENSG00000292119,MZT2B,ENSMUSG00000022671,Mzt2,missing,missing,0,0,0,0,1,1,1
632,ENSG00000152082,MZT2B,ENSMUSG00000022671,Mzt2,ENSDARG00000057928,mzt2b,0,0,0,0,1,1,1
633,ENSG00000183011,NAA38,ENSMUSG00000059278,Naa38,ENSDARG00000099122,naa38,0,0,0,0,0,1,0
634,ENSG00000196531,NACA,ENSMUSG00000061315,Naca,ENSDARG00000005513,naca,0,0,0,0,0,0,1
635,ENSG00000095380,NANS,ENSMUSG00000028334,Nans,ENSDARG00000101164,nansb,0,0,0,0,1,0,0
636,ENSG00000095380,NANS,ENSMUSG00000028334,Nans,ENSDARG00000045620,nansa,0,0,0,0,1,0,0
637,ENSG00000205531,NAP1L4,ENSMUSG00000059119,Nap1l4,ENSDARG00000068868,nap1l4b,0,0,0,0,1,0,0
638,ENSG00000273562,NAP1L4,ENSMUSG00000059119,Nap1l4,missing,missing,0,0,0,0,1,0,0
639,ENSG00000132780,NASP,ENSMUSG00000028693,Nasp,ENSDARG00000039208,nasp,0,0,0,1,1,0,0
640,ENSG00000010292,NCAPD2,ENSMUSG00000038252,Ncapd2,ENSDARG00000005058,ncapd2,0,0,0,0,0,1,0
641,ENSG00000109805,NCAPG,ENSMUSG00000015880,Ncapg,ENSDARG00000070109,ncapg,0,0,0,0,1,1,0
642,ENSG00000121152,NCAPH,ENSMUSG00000034906,Ncaph,ENSDARG00000061468,ncaph,0,0,0,0,1,1,0
643,ENSG00000025770,NCAPH2,ENSMUSG00000008690,Ncaph2,ENSDARG00000033757,ncaph2,0,0,0,0,1,0,0
644,ENSG00000115053,NCL,ENSMUSG00000026234,Ncl,missing,missing,0,0,0,1,1,0,0
645,ENSG00000080986,NDC80,ENSMUSG00000024056,Ndc80,ENSDARG00000071694,ndc80,0,0,0,0,1,1,0
646,ENSG00000131507,NDFIP1,ENSMUSG00000024425,Ndfip1,ENSDARG00000102367,ndfip1l,1,0,0,0,0,0,0
647,ENSG00000131507,NDFIP1,ENSMUSG00000024425,Ndfip1,ENSDARG00000013979,ndfip1,1,0,0,0,0,0,0
648,ENSG00000139350,NEDD1,ENSMUSG00000019988,Nedd1,missing,missing,0,0,0,0,1,0,0
649,ENSG00000117650,NEK2,ENSMUSG00000026622,Nek2,ENSDARG00000005619,nek2,0,0,0,0,0,1,0
650,ENSG00000231044,NELFE,ENSMUSG00000024369,Nelfe,missing,missing,0,0,0,0,1,0,0
651,ENSG00000206357,NELFE,ENSMUSG00000024369,Nelfe,missing,missing,0,0,0,0,1,0,0
652,ENSG00000204356,NELFE,ENSMUSG00000024369,Nelfe,ENSDARG00000004343,nelfe,0,0,0,0,1,0,0
653,ENSG00000233801,NELFE,ENSMUSG00000024369,Nelfe,missing,missing,0,0,0,0,1,0,0
654,ENSG00000206268,NELFE,ENSMUSG00000024369,Nelfe,missing,missing,0,0,0,0,1,0,0
655,ENSG00000229363,NELFE,ENSMUSG00000024369,Nelfe,missing,missing,0,0,0,0,1,0,0
656,ENSG00000171208,NETO2,ENSMUSG00000036902,Neto2,ENSDARG00000112100,NETO2,0,0,0,0,1,0,0
657,ENSG00000171208,NETO2,ENSMUSG00000036902,Neto2,ENSDARG00000063293,neto2b,0,0,0,0,1,0,0
658,ENSG00000162614,NEXN,ENSMUSG00000039103,Nexn,ENSDARG00000057317,nexn,0,0,1,0,0,0,0
659,ENSG00000196290,NIF3L1,ENSMUSG00000026036,Nif3l1,ENSDARG00000045249,nif3l1,0,0,0,0,0,1,0
660,ENSG00000140157,NIPA2,ENSMUSG00000030452,Nipa2,ENSDARG00000055912,nipa2,0,0,0,0,1,0,0
661,ENSG00000183691,NOG,ENSMUSG00000048616,Nog,ENSDARG00000053528,nog3,0,0,0,0,1,0,0
662,ENSG00000183691,NOG,ENSMUSG00000048616,Nog,ENSDARG00000058819,nog1,0,0,0,0,1,0,0
663,ENSG00000101361,NOP56,ENSMUSG00000027405,Nop56,ENSDARG00000012820,nop56,0,0,0,1,1,0,0
664,ENSG00000055044,NOP58,ENSMUSG00000026020,Nop58,ENSDARG00000104353,nop58,0,0,0,1,0,0,0
665,ENSG00000139910,NOVA1,ENSMUSG00000021047,Nova1,ENSDARG00000020178,nova1,1,0,0,0,0,0,0
666,ENSG00000139910,NOVA1,ENSMUSG00000021047,Nova1,ENSDARG00000017673,nova2,1,0,0,0,0,0,0
